id,displayName,displayName_pt,importName,name,name_pt,subname,subname_pt,set,serial,rarity,ability,ability_pt,flavorText,flavorText_pt,unique,initiative,initiative_pt,type,type_pt,artist,imageUrl,uniqueId
SS-99/100,OverWorld Embassy at Mipedim Oasis,Embaixada do OutroMundo no Oásis Mipedian,overworldembassyatmipedimoasis,OverWorld Embassy at Mipedim Oasis,Embaixada do OutroMundo no Oásis Mipedian,,,ss,99/100,common,"When this becomes the active Location, shuffle any Mirage Locations on the Battleboard into their controllers' Location Decks. 
Mipedian Creatures have :water:Water.","Quando este local se tornar o local ativo, embaralhe quaisquer locais Miragem no tabuleiro no Baralho de Locais de seus controladores. Mipedians têm :water:Água.",Its outward tranquility masks the tumult within.,Sua tranquilidade exterior mascara o tumulto interior.,FALSE,Wisdom,Sabedoria,,,HotShotsVFX,https://i.imgur.com/iUHlJ6p.png,OverWorld Embassy at Mipedim Oasis__ss
SS-100/100,"Rao'Pa Sahkk, The Ocean with No Water","Rao'Pa Sahkk, O Oceano Sem Água",raopasahkktheoceanwithnowater,Rao'Pa Sahkk,Rao'Pa Sahkk,The Ocean with No Water, O Oceano Sem Água,ss,100/100,common,"Attacks that are either :air:Air or :earth:Earth deal an additional 5 damage. (Attacks which are both :air:Air and :earth:Earth deal only 5 additional damage.)
When a :water:Water attack is played, that attack's controller reveals a new active Location.
Mirage: When combat ends, put a :genericmugic: on Creatures in this space who were engaged.","Ataques de :air:Ar ou :earth:Terra causam 5 de dano adicional. (Ataques que sejam :air:Ar e :earth:Terra causam apenas 5 de dano adicional.) Quando um ataque de :water:Água for usado, o controlador desse ataque revela um novo Local ativo. Miragem: Quando o combate terminar, coloque um :genericmugic: nas Criaturas neste espaço que estavam em combate.",,,FALSE,Fire,Fogo,Mirage,Miragem,HotShotsVFX,https://i.imgur.com/ZjxQ5Bg.png,Rao'Pa Sahkk__ss
SS-93/100,The Hunter's Perimeter,O Perímetro do Caçador,thehuntersperimeter,The Hunter's Perimeter,O Perímetro do Caçador,,,ss,93/100,uncommon,"When this becomes the active Location, Mipedian Creatures gain ""Invisibility: Surprise.""
At the beginning of combat, reveal a new active Location.
Mirage: Creatures in this space cannot lose Invisibility from Mugic or abilities. Invisibility abilities of Creatures in this space work against Creatures with Invisibility.","Quando este é o local ativo, :mipedian:Mipedians ganham ""Invisibilidade: Surpresa"". No início do combate, revele um novo local ativo. Miragem: Criaturas neste espaço não podem perder a Invisibilidade por Mugic ou habilidades. Habilidades de Invisibilidade de criaturas neste espaço funcionam contra criaturas com Invisibilidade.",,,FALSE,Speed,Velocidade,Mirage,Miragem,HotShotsVFX,https://i.imgur.com/oytQf97.png,The Hunter's Perimeter__ss
BTD-195/222,Bodal's Arsenal,Arsenal do Bodal,bodalsarsenal,Bodal's Arsenal,Arsenal do Bodal,,,btd,195/222,ultra rare,"When this becomes the active Location, each player can return a Battlegear Card from their general discard pile to play equipped to an unequipped Creature that player controls.","Quando este se tornar o local ativo, cada jogador pode retornar um Equipamento do seu Descarte para o jogo equipado em uma Criatura desequipada que aquele jogador controla.",,,FALSE,Wisdom,Sabedoria,,,HotShotsVFX,https://i.imgur.com/cBXztYA.png,Bodal's Arsenal__btd
BTD-196/222,Brawlers' Burrow,Toca dos Brigões,brawlersburrow,Brawlers' Burrow,Toca dos Brigões,,,btd,196/222,common,"When this becomes the active Location, both players shuffle their Attack Decks and attack discard piles together.
All Creatures have ""Outperform all Disciplines 5.""","Quando este se torna o local ativo, ambos os jogadores embaralham seus Baralhos de Ataque e Pilhas de Descarte de Ataque juntos. Ambas as Criaturas ganham ""Exceder Todas as Disciplinas 5"".",,,FALSE,Speed,Velocidade,,,HotShotsVFX,https://i.imgur.com/LAUcPQE.png,Brawlers' Burrow__btd
BTD-197/222,Broken Edge,Borda Quebrada,brokenedge,Broken Edge,Borda Quebrada,,,btd,197/222,uncommon,"Engaged Creatures have ""Outperform :speed:Speed 5."" 
Damage dealt by :wisdom:Wisdom Attacks is reduced by 5.","Criaturas em combate ganham ""Exceder :speed:Velocidade 5."" O dano causado por ataques de :wisdom:Sabedoria é reduzido em 5.",Nature wages its own war between the forest and the desert.,A natureza trava sua própria guerra entre a floresta e o deserto.,FALSE,Air,Ar,,,HotShotsVFX,https://i.imgur.com/oJ5XuaD.png,Broken Edge__btd
BTD-198/222,Chamber of Waves,Câmara das Ondas,chamberofwaves,Chamber of Waves,Câmara das Ondas,,,btd,198/222,common,Creatures have 10 less in all Disciplines.,Criaturas perdem 10 em todas as Disciplinas.,"As corrupted water flows through the pipes of the gigantic acoustic organ, a sound resonates that is both eerie, beautiful and inexplicably dangerous.","À medida que a água contaminada flui pelos tubos do gigantesco órgão acústico, um som ressoa, sendo ao mesmo tempo misterioso, belo e inexplicavelmente perigoso.",FALSE,Wisdom,Sabedoria,,,HotShotsVFX,https://i.imgur.com/8RFTDrR.png,Chamber of Waves__btd
BTD-199/222,Deadrange Gong,Gongo da Zona Morta,deadrangegong,Deadrange Gong,Gongo da Zona Morta,,,btd,199/222,super rare,"Chieftain Creatures have an additional 15 in all Disciplines and "":water:Water 5.""","Chefes ganham mais 15 em todas as Disciplinas e "":water:Água 5"".","Reverberating throughout the deep, M'arrillians can also receive commands by sensing vibrations in the water.","Reverberando pelas profundezas, os M'arrillians também podem receber comandos ao sentirem vibrações na água.",FALSE,Fire,Fogo,,,HotShotsVFX,https://i.imgur.com/JbXi5CK.png,Deadrange Gong__btd
BTD-200/222,Gambreor's Hut,Cabana do Gambreor,gambreorshut,Gambreor's Hut,Cabana do Gambreor,,,btd,200/222,super rare,"Creatures you control have ""Fireproof 5."" 
If a Creature's Discipline would decrease, that Discipline decreases by 10 less instead.","As Criaturas que você controla têm ""À Prova de Fogo 5"". Se a Disciplina de uma criatura fosse diminuir, essa Disciplina diminui em 10 pontos a menos.",,,TRUE,Power,Poder,,,HotShotsVFX,https://i.imgur.com/ijQXKND.png,Gambreor's Hut__btd
BTD-201/222,Gloom-mire Night,Noite no Pântano Gloomuck,gloommirenight,Gloom-mire Night,Noite no Pântano Gloomuck,,,btd,201/222,common,"Creatures cannot be relocated by Mugic, abilities or Attacks.","As criaturas não podem ser realocadas por Mugic, habilidades ou ataques.","As Bodal sank into the murky swamp, he calculated that he had 45.7 seconds until he would be gargling black ooze.","Enquanto Bodal afundava no pântano lúgubre, ele calculou que tinha 45,7 segundos antes de estar engasgando com uma gosma preta.",FALSE,Mipedian,Mipedian,,,HotShotsVFX,https://i.imgur.com/QsIpL9t.png,Gloom-mire Night__btd
BTD-202/222,Hall of Fatigue,Salão da Fadiga,halloffatigue,Hall of Fatigue,Salão da Fadiga,,,btd,202/222,common,"Engaged Creatures have ""Exhaust :power:Power 5"" and ""Exhaust :speed:Speed 5.""","Criaturas em combate tem ""Exaustão :power:Poder 5"" e ""Exaustão :speed:Velocidade 5"".","When the body has nothing left to give, only the strong-willed fight on.","Quando o corpo não tem mais nada a oferecer, Só os mais determinados continuam lutando.",FALSE,Speed,Velocidade,,,HotShotsVFX,https://i.imgur.com/NC5uVIy.png,Hall of Fatigue__btd
BTD-205/222,Ijahni Outpost,Posto Avançado Ijahni,ijahnioutpost,Ijahni Outpost,Posto Avançado Ijahni,,,btd,205/222,super rare,"Your Creatures have 10 less Energy. 
Mirage: Creatures cannot move off this space unless their controller removes a :genericmugic: from any Creature they control.",Suas criaturas têm 10 de Energia a menos. Miragem: As criaturas não podem se mover deste espaço a menos que seu controlador remova um :genericmugic: de uma criatura que elas controlem.,,,FALSE,Air,Ar,Mirage,Miragem,HotShotsVFX,https://i.imgur.com/VLLQDhw.png,Ijahni Outpost__btd
BTD-206/222,Illusionary Lake,Lago Ilusório,illusionarylake,Illusionary Lake,Lago Ilusório,,,btd,206/222,super rare,"Engaged Creatures do not have :water:Water and cannot gain it.
Mirage: Creatures in this space do not have :water:Water and cannot gain it.",Criaturas em combate perdem e não podem ganhar :water:Água. Miragem: Criaturas neste espaço perdem e não podem ganhar :water:Água.,,,FALSE,Water,Água,Mirage,Miragem,HotShotsVFX,https://i.imgur.com/Xx8m6iz.png,Illusionary Lake__btd
BTD-207/222,Imaginary Walls,Paredes Imaginárias,imaginarywalls,Imaginary Walls,Paredes Imaginárias,,,btd,207/222,rare,"When this becomes the active Location, your opponent can return a Mugic Card in their general discard pile to their hand.
Attacks deal 10 less damage to Creatures that are a M'arrillian or a Minion.","Quando este se tornar o local ativo, seu oponente pode retornar um Mugic do Descarte para a mão dele. Ataques causam 10 de dano a menos contra M'arrillians e Lacaios.",,,TRUE,Danian,Danian,,,HotShotsVFX,https://i.imgur.com/qgK5Oef.png,Imaginary Walls__btd
BTD-209/222,Jade Pillar,Pilar de Jade,jadepillar,Jade Pillar,Pilar de Jade,,,btd,209/222,ultra rare,"When this becomes the active Location, put 10 Jade counters on it. As an attack deals damage, remove 1 Jade Counter for each 5 damage dealt.
When the last Counter is removed, Jade Pillar deals 50 damage to the Creature that played the last attack.","Quando este se tornar o local ativo, coloque 10 Contadores de Jade nele. Conforme um ataque causa dano, remova 1 Contador de Jade para cada 5 de dano causado. Quando o último Contador for removido, o Pilar de Jade causa 50 de dano à criatura que realizou o último ataque.",,,FALSE,Power,Poder,,,"Jim Manoccio, Keith Conroy, David Curiel",https://i.imgur.com/TYCTk3i.png,Jade Pillar__btd
BTD-210/222,"Lava Pond, Milla'iin's Foothold","Tanque de Lava, Domínio do Milla'iin",lavapondmillaiinsfoothold,Lava Pond,Tanque de Lava,Milla'iin's Foothold, Domínio do Milla'iin,btd,210/222,rare,"When this becomes the active Location, each player reveals a random Mugic Card from their hand.
Cards with the same name as the revealed cards cannot be played.
Creatures that are a M'arrillian or a Minion take 5 less non-attack damage.","Quando este é o local ativo, cada jogador revela um Mugic aleatório da sua mão. Cartas com o mesmo nome das cartas reveladas não podem ser jogadas. :marrillian:M'arrillians e Lacaios sofrem 5 de dano a menos de Mugics e Habilidades.",,,FALSE,Power,Poder,,,"Keith Conroy, David Curiel, HotShots VFX",https://i.imgur.com/oKOfIV5.png,Lava Pond__btd
BTD-211/222,Mommark's Catapult Tower,Catapultorre do Mommark,mommarkscatapulttower,Mommark's Catapult Tower,Catapultorre do Mommark,,,btd,211/222,common,"When this becomes the active Location, Creatures you control gain ""Swift 1.""","Quando este é o local ativo, as criaturas que você controla ganham ""Ágil 1"".",,,FALSE,Speed,Velocidade,,,HotShotsVFX,https://i.imgur.com/4OK0Z5o.png,Mommark's Catapult Tower__btd
BTD-212/222,"Mount Pillar Reservoir, Neth'uar's Foothold","Reservatório da Colina de Pilares, Domínio de Neth'uar",mountpillarreservoirnethuarsfoothold,Mount Pillar Reservoir,Reservatório da Colina de Pilares,Neth'uar's Foothold, Domínio de Neth'uar,btd,212/222,rare,"When this becomes the active Location, each player can return a Chieftain Creature Card from their general discard pile to play to any unoccupied space on their side of the Battleboard. 
Creatures that are a M'arrillian or a Minion have "":water:Water 5.""","Quando este se torna o local ativo, cada jogador pode retornar um Chefe do Descarte para o jogo em qualquer espaço desocupado no seu lado do Tabuleiro. :marrillian:M'arrillians e Lacaios ganham "":water:Água 5.""",,,FALSE,Courage,Coragem,,,"Keith Conroy, Emilio Lopez, HotShotsVFX",https://i.imgur.com/Kk5myn0.png,Mount Pillar Reservoir__btd
BTD-213/222,Open Doors of the Deepmines,Portas Abertas das Minas Profundas,opendoorsofthedeepmines,Open Doors of the Deepmines,Portas Abertas das Minas Profundas,,,btd,213/222,super rare,Minion Creatures are treated as if their controller also controlled a Chieftain.,Lacaios são tratados como se seu controlador também controlasse um Chefe.,"""Prepare yourselves! This is the nightmare I foretold!"" — Najarin",Preparem-se! Este é o pesadelo que eu previ! — Najarin,TRUE,Minion,Lacaio,,,HotShotsVFX,https://i.imgur.com/g4ioY8N.png,Open Doors of the Deepmines__btd
BTD-216/222,Psikoom Madness Chamber,Câmara da Loucura de Psikoom,psikoommadnesschamber,Psikoom Madness Chamber,Câmara da Loucura de Psikoom,,,btd,216/222,common,"Engaged Creatures have ""Exhaust :courage:Courage 5"" and ""Exhaust :wisdom:Wisdom 5.""","Criaturas em combate tem ""Exaustão :courage:Coragem 5"" e ""Exaustão :wisdom:Sabedoria 5"".",The lucky ones go insane.,Os sortudos enlouquecem.,FALSE,Courage,Coragem,,,HotShotsVFX,https://i.imgur.com/OcimSfF.png,Psikoom Madness Chamber__btd
BTD-217/222,"Rao'Pa Sahkk, Ihun'kalin's Foothold","Rao'Pa Sahkk, Domínio de Ihun'kalin",raopasahkkihunkalinsfoothold,Rao'Pa Sahkk,Rao'Pa Sahkk,Ihun'kalin's Foothold, Domínio de Ihun'kalin,btd,217/222,rare,"When this becomes the active Location, each player sacrifices a Battlegear. 
When a M'arrillian or Minion Creature wins a Challenge on an Attack it plays, that Creature gains 5 Energy.","Quando este se tornar o local ativo, cada jogador sacrifica um Equipamento. Quando um :marrillian:M'arrillian ou Lacaio vence um Desafio em um Ataque que ele usa, essa Criatura ganha 5 de Energia.",,,FALSE,Speed,Velocidade,,,"Khary Randolph, Emilio Lopez, HotShotsVFX",https://i.imgur.com/huKbWGM.png,Rao'Pa Sahkk__btd
BTD-218/222,"Riverlands, Erak'tabb's Foothold","Rios do OutroMundo, Domínio de Erak'tabb",riverlandseraktabbsfoothold,Riverlands,Rios do OutroMundo,Erak'tabb's Foothold, Domínio de Erak'tabb,btd,218/222,rare,"When this becomes the active Location, each player removes a :genericmugic: from a Creature they control.
Attacks deal 5 less damage to Creatures that are a M'arrillian or a Minion.","Quando este se torna o local ativo, cada jogador remove um Contador de Mugic de uma criatura que controla. Ataques causam 5 de dano a menos contra M'arrillians e Lacaios.",,,FALSE,Wisdom,Sabedoria,,,"Keith Conroy, David Curiel, HotShots VFX",https://i.imgur.com/ZxUqjNB.png,Riverlands__btd
BTD-219/222,Stormgrounds,Terras da Tempestade,stormgrounds,Stormgrounds,Terras da Tempestade,,,btd,219/222,uncommon,Minion Creatures' activated abilities cost an additional :genericmugic: to play.,As habilidades ativadas de Criaturas Lacaio custam 1 :genericmugic: adicional para serem usadas.,The lightning storm has raged for hundreds of years... and will continue to do so long after every Creature is gone.,A tempestade de raios assola a Terra há centenas de anos... e continuará a fazê-lo muito depois de todas as criaturas terem desaparecido.,FALSE,Courage,Coragem,,,HotShotsVFX,https://i.imgur.com/rcFs02y.png,Stormgrounds__btd
BTD-203/222,The Heart of the Jungle,O Coração da Selva,theheartofthejungle,The Heart of the Jungle,O Coração da Selva,,,btd,203/222,super rare,"When one engaged Creature increases or decreases a Discipline except from this ability, increases or decreases that Discipline of the other engaged Creature by the same amount. 
Mirage: Creatures in this space have an additional 10 in all Disciplines.","Quando uma criatura em combate aumenta ou diminui uma Disciplina, exceto por esta habilidade, aumente ou diminua a Disciplina da outra criatura na mesma quantidade. Miragem: Criaturas neste espaço ganham 10 em todas as Disciplinas.",,,TRUE,OverWorld,OutroMundo,Mirage,,HotShotsVFX,https://i.imgur.com/tzP4oby.png,The Heart of the Jungle__btd
BTD-204/222,The Hive Gallery,A Galeria da Multidão,thehivegallery,The Hive Gallery,A Galeria da Multidão,,,btd,204/222,uncommon,"Engaged Creatures have ""Outperform :courage:Courage 5."" 
Damage dealt by :power:Power Attacks is reduced by 5.","Criaturas em combate ganham ""Exceder :courage:Coragem 5"". O dano causado por Ataques de :power:Poder é reduzido em 5.","As long as we never forget the fallen, they will live forever.","Enquanto não nos esquecermos dos que caíram, eles viverão para sempre.",FALSE,Earth,Terra,,,HotShotsVFX,https://i.imgur.com/YbDf6Wq.png,The Hive Gallery__btd
BTD-208/222,The Infectorium,O Infectório,theinfectorium,The Infectorium,O Infectório,,,btd,208/222,rare,"At the beginning of combat, deal 15 damage to Infected engaged non-Danian Creatures.","No início do combate, cause 15 de dano as Criaturas em combate infectadas que não sejam :danian:Danians.","As the breeding ground of millions of parasites, Danians can infect every Creature in Perim a hundred times over.","Como criadouro de milhões de parasitas, os Danians podem infectar todas as Criaturas em Perim centenas de vezes.",FALSE,Courage,Coragem,,,HotShotsVFX,https://i.imgur.com/SYNPkCw.png,The Infectorium__btd
BTD-214/222,The OverWorld Library,A Biblioteca do OutroMundo,theoverworldlibrary,The OverWorld Library,A Biblioteca do OutroMundo,,,btd,214/222,uncommon,"Engaged Creatures have ""Outperform :wisdom:Wisdom 5."" 
Damage dealt by :courage:Courage Attacks is reduced by 5.","Criaturas em combate ganham ""Exceder :wisdom:Sabedoria 5"". O dano causado por Ataques de :courage:Coragem é reduzido em 5.","From cookbooks to Cothica clues, every book written is within.","De livros de receitas a pistas sobre a Cothica, todo o livro já escrito esta aqui.",FALSE,Water,Água,,,HotShotsVFX,https://i.imgur.com/ymY9TCG.png,The OverWorld Library__btd
BTD-215/222,The Pits,As Covas,thepits,The Pits,As Covas,,,btd,215/222,uncommon,"Engaged Creatures have ""Outperform :power:Power 5."" 
Damage dealt by :speed:Speed Attacks is reduced by 5.","Criaturas em combate ganham ""Exceder :power:Poder 5."" O dano causado por Ataques de :speed:Velocidade é reduzido em 5.",The UnderWorlders are fair - all are guilty until proven innocent.,Os submundanos são justos - todos são culpados até que se prove o contrário.,FALSE,Fire,Fogo,,,"Keith Conroy, Anthony Washington",https://i.imgur.com/fPXFtpL.png,The Pits__btd
BTD-220/222,Ulmar's Projection Cavern,Caverna de Projeção do Ulmar,ulmarsprojectioncavern,Ulmar's Projection Cavern,Caverna de Projeção do Ulmar,,,btd,220/222,super rare,"When this becomes the active Location, your opponent reveals a new active Location. 
Mirage: At the beginning of each player's turn, if this space is unoccupied, that player can relocate one of their Creatures to this space on the Battleboard.","Quando este se tornar o local ativo, seu oponente revela um novo local ativo. Miragem: No início do turno de cada jogador, se este espaço estiver desocupado, esse jogador pode realocar uma de suas criaturas para este espaço no Tabuleiro.",,,TRUE,Water,Água,Mirage,Miragem,HotShotsVFX,https://i.imgur.com/LXMjjLN.png,Ulmar's Projection Cavern__btd
BTD-221/222,Van Bloot's Banquet,Banquete de Van Bloot,vanblootsbanquet,Van Bloot's Banquet,Banquete de Van Bloot,,,btd,221/222,super rare,"Creatures that are a M'arrillian or a Minion have an additional 5 Energy. 
When your engaged Creature loses Initiative, it gains 20 to all Disciplines.",":marrillian:M'arrillians e Lacaios ganham 5 de Energia adicional. Quando sua criatura em combate perde a Iniciativa, ela ganha 20 em todas as Disciplinas.","A toast to my new friends! Together, we'll overthrow Chaor!",,FALSE,UnderWorld,Submundo,,,HotShotsVFX,https://i.imgur.com/pJP4zA0.png,Van Bloot's Banquet__btd
BTD-222/222,Vidav's Refectorium,Refeitório do Vidav,vidavsrefectorium,Vidav's Refectorium,Refeitório do Vidav,,,btd,222/222,uncommon,"When this becomes the active Location, each player draws two Attack Cards, then discards two Attack Cards.","Quando este se torna o local ativo, cada jogador compra dois Ataques e, em seguida, descarta dois Ataques.","Though Vidav wants peace, his battle tactics are undeniably the best.","Embora Vidav deseje a paz, suas táticas de batalha são inegavelmente as melhores.",FALSE,Wisdom,Sabedoria,,,HotShotsVFX,https://i.imgur.com/fMLjVL6.png,Vidav's Refectorium__btd
ROTO-91/100,Frozen Fire,Fogo Congelado,frozenfire,Frozen Fire,Fogo Congelado,,,roto,91/100,uncommon,"When a Creature has a Mugic counter put on it or removed from it, deal 5 damage to it.","Quando um :genericmugic: for colocado ou removido de uma Criatura, cause 5 de dano a ela.",The ocean of flames chills as it burns.,O oceano de chamas gela enquanto queima.,FALSE,Wisdom,Sabedoria,,,HotShotsVFX,https://i.imgur.com/2mqd2ag.png,Frozen Fire__roto
ROTO-92/100,Kiru City Tunnels,Túneis da Cidade Kiru,kirucitytunnels,Kiru City Tunnels,Túneis da Cidade Kiru,,,roto,92/100,uncommon,"Creatures with 35 or more Scanned Energy deal 10 less attack damage.
When any player shuffles their Attack Deck, that player reveals a new active Location.","Criaturas com 35 ou mais de Energia Escaneada causam 10 de dano de ataque a menos. Quando qualquer jogador embaralha seu Baralho de Ataque, esse jogador revela um novo Local ativo.",,,FALSE,Muge,Mago,,,HotShotsVFX,https://i.imgur.com/OoDusKp.png,Kiru City Tunnels__roto
ROTO-93/100,Psi-fanger's Shelf,Parede de Psi-Presas,psifangersshelf,Psi-fanger's Shelf,Parede de Psi-Presas,,,roto,93/100,super rare,"If a player would draw and play an Attack, they return an Attack from their Attack Discard pile to their hand and play an Attack instead. If an Attack played this way would go to the discard pile, place it on the bottom of its owner's Attack Deck instead.
If any Attack Discard pile is empty, reveal a new active location.","Se um jogador fosse comprar e jogar um Ataque, ele devolve um Ataque da sua Pilha de Descarte para a mão e joga um Ataque em vez disso. Se um Ataque jogado desta forma fosse para a Pilha de Descarte, coloque-o no fundo do Baralho de Ataques do seu dono. Se alguma Pilha de Descarte de Ataques estiver vazia, revele um novo local ativo.",,,FALSE,Power,Poder,,,Imaginary Friends Studios,https://i.imgur.com/PyhRPPr.png,Psi-fanger's Shelf__roto
ROTO-94/100,Royal Mipedian Academy of Melee Arts,Academia Real de Artes Marciais Mipedian,royalmipedianacademyofmeleearts,Royal Mipedian Academy of Melee Arts,Academia Real de Artes Marciais Mipedian,,,roto,94/100,rare,"Non-attack damage is reduced to 0. 
Mirage: Creatures in this space cannot be targeted by Mugic.",Dano que não seja de Ataque é reduzido a 0. Miragem: As Criaturas neste espaço não podem ser alvo de Mugic.,"Trust not blades, for they break. Trust not shields, for they shatter. Trust only yourself, who can neither break nor shatter.","Não confie em lâminas, pois elas quebram. Não confie em escudos, pois eles se estilhaçam. Confie apenas em si mesmo, que não pode quebrar nem se estilhaçar.",FALSE,Speed,Velocidade,Mirage,Miragem,HotShotsVFX,https://i.imgur.com/8RPHJlr.png,Royal Mipedian Academy of Melee Arts__roto
ROTO-95/100,Siril'ean's Lair,Covil do Siril'ean,sirileanslair,Siril'ean's Lair,Covil do Siril'ean,,,roto,95/100,rare,"At the beginning of combat, if a player has fewer Mugic Cards in hand than the number of Creatures they control, that player discards a Mugic Card.","No início do combate, se um jogador tiver menos Mugics na mão do que o número de Criaturas que controla, esse jogador descarta um Mugic.",,,FALSE,Courage,Coragem,,,Imaginary Friends Studios,https://i.imgur.com/kCEMcwE.png,Siril'ean's Lair__roto
ROTO-96/100,Skeletal Springs,Jardim de Esqueletos,skeletalsprings,Skeletal Springs,Jardim de Esqueletos,,,roto,96/100,uncommon,"Creatures with :water:Water have "":water:Water 5."" 
Fluidmorpher Creatures cannot have Mugic counters put on them or use Mugic counters to pay for Mugic or abilities.","Criaturas com :water:Água ganham "":water:Água 5."" Fluidomorfos não podem receber :genericmugic:, nem gastar :genericmugic: para usar Mugics ou habilidades.",,,FALSE,OverWorld,OutroMundo,,,HotShotsVFX,https://i.imgur.com/VPnZNw8.png,Skeletal Springs__roto
ROTO-97/100,The Coralsmithy,A Forja de Corais,thecoralsmithy,The Coralsmithy,A Forja de Corais,,,roto,97/100,rare,"When an attack that has both :fire:Fire and :water:Water is played by a Creature, its controller can swap one of that Creature's Battlegear with a Battlegear Card in its controller's general discard pile.","Quando uma criatura usa um Ataque que possui tanto :fire:Fogo quanto :water:Água, seu controlador pode trocar um dos Equipamentos dessa criatura por um Equipamento no Descarte de seu controlador.",,,FALSE,Fire,Fogo,,,HotShotsVFX,https://i.imgur.com/Rl9z3rm.png,The Coralsmithy__roto
ROTO-98/100,The Oligarch's Path,O Caminho do Oligarca,theoligarchspath,The Oligarch's Path,O Caminho do Oligarca,,,roto,98/100,common,"Chieftain Creatures have an additional 10 Energy.
Creatures pay 4 less Mugic counters to play Mugic named Calling of Aa'une.",Chefes ganham 10 de Energia adicional. O Mugic Chamado de Aa'une custa :marrillianmugic::marrillianmugic::marrillianmugic::marrillianmugic: a menos para usar.,Najarin's visions were getting more disturbing. How could the worst be still to come?!?,As visões de Najarin estavam ficando cada vez mais perturbadoras. Como o pior ainda poderia estar por vir?!,FALSE,Chieftain,Chefe,,,Robert Dizon,https://i.imgur.com/vTGn9pq.png,The Oligarch's Path__roto
ROTO-99/100,The Rao'Pa Sahkk Chimegrid,O Carrilhão de Rao'Pa Sahkk,theraopasahkkchimegrid,The Rao'Pa Sahkk Chimegrid,O Carrilhão de Rao'Pa Sahkk,,,roto,99/100,common,"When this becomes the active Location, each player puts a :genericmugic: on a Creature they control.","Quando este se torna o local ativo, cada jogador coloca um :genericmugic: em uma criatura que controla.",The sound reverberated far and wide - the Song of Doom!,,FALSE,Mugic counters,Contadores de Mugic,,,HotShotsVFX,https://i.imgur.com/Ddy2YfL.png,The Rao'Pa Sahkk Chimegrid__roto
ROTO-100/100,The Training Grounds,O Campo de Treinamento,thetraininggrounds,The Training Grounds,O Campo de Treinamento,,,roto,100/100,ultra rare,"At the beginning of combat, deal 5 damage to each engaged Creature for each Mugic counter on that Creature.
When a Creature wins combat, put Mugic counters on that Creature equal to its Mugic Ability.","No início do combate, cause 5 de dano a ambas as Criaturas para cada :genericmugic: que possuem. Quando uma Criatura vence o combate, coloque :genericmugic: naquela criatura igual a seus Contadores Escaneados.",,,FALSE,Mugic Ability,Habilidade de Mugic,,,HotShotsVFX,https://i.imgur.com/rxAsQjj.png,The Training Grounds__roto
TOTT-91/100,"Brawlers' Burrow, Pugilist's Pit","Toca dos Brigões, Poço do Pugilista",brawlersburrowpugilistspit,Brawlers' Burrow,Toca dos Brigões,Pugilist's Pit, Poço do Pugilista,tott,91/100,common,"Engaged Creatures have ""Disarm.""","Criaturas em combate ganham ""Desarmar"".","Unfortunately for Solvis, eye gouging is still legal.","Infelizmente para Solvis, arrancar olhos ainda é permitido.",FALSE,Power,Poder,,,Imaginary Friends Studios,https://i.imgur.com/9JgLBk4.png,Brawlers' Burrow__tott
TOTT-92/100,Foothold Assault Trench,Ataque de Trincheira ao Domínio,footholdassaulttrench,Foothold Assault Trench,Ataque de Trincheira ao Domínio,,,tott,92/100,super rare,"If all Creatures a player controls share a Tribe, that player's engaged Creature deals an additional 5 attack damage.","Se todas as Criaturas que um jogador controla compartilharem uma Tribo, a criatura em combate desse jogador causa 5 de dano de ataque adicional.",,,TRUE,Wisdom,Sabedoria,,,Imaginary Friends Studios,https://i.imgur.com/UrM8j6e.png,Foothold Assault Trench__tott
TOTT-93/100,"Glacier Plains, M'arrillian Melting Camp","Geleiras, Campo de Fusão M'arrillian",glacierplainsmarrillianmeltingcamp,Glacier Plains,Geleiras,M'arrillian Melting Camp, Campo de Fusão M'arrillian,tott,93/100,super rare,"At the beginning of combat, each player can remove two Mugic counters from any Creatures they control. If a player does not, their engaged Creature loses 50 in each Discipline.","No início do combate, cada jogador pode remover :genericmugic::genericmugic: de quaisquer criaturas que ele controle. Se um jogador não o fizer, sua criatura em combate perde 50 em todas as Disciplina.",,,FALSE,Fluidmorpher,Fluidomorfo,,,HotShotsVFX,https://i.imgur.com/mpBXWl7.png,Glacier Plains__tott
TOTT-94/100,Lore's Chamber of Recall,Câmara da Recordação do Lore,loreschamberofrecall,Lore's Chamber of Recall,Câmara da Recordação do Lore,,,tott,94/100,rare,"When this becomes the active Location, remove all cards in each general discard pile from the game.
Mirage: At the beginning of combat, engaged Creatures in this space with 30 or less Scanned Energy gain 30 Energy.","Quando este se tornar o local ativo, remova todas as cartas no Descarte do jogo. Miragem: No início do combate, Criaturas combatentes neste espaço com 30 ou menos de Energia Escaneada ganham 30 de Energia.",,,FALSE,Power,Poder,Mirage,,HotShotsVFX,https://i.imgur.com/KuWBRm4.png,Lore's Chamber of Recall__tott
